Mod:Item:MetaData, Localized Name
aether_legacy:gravitite_helmet, Gravitite Helmet
aether_legacy:gravitite_chestplate, Gravitite Chestplate
aether_legacy:gravitite_leggings, Gravitite Leggings
aether_legacy:gravitite_boots, Gravitite Boots
aether_legacy:neptune_helmet, Neptune Helmet
aether_legacy:neptune_chestplate, Neptune Chestplate
aether_legacy:neptune_leggings, Neptune Leggings
aether_legacy:neptune_boots, Neptune Boots
aether_legacy:phoenix_helmet, Phoenix Helmet
aether_legacy:phoenix_chestplate, Phoenix Chestplate
aether_legacy:phoenix_leggings, Phoenix Leggings
aether_legacy:phoenix_boots, Phoenix Boots
aether_legacy:obsidian_helmet, Obsidian Helmet
aether_legacy:obsidian_chestplate, Obsidian Chestplate
aether_legacy:obsidian_leggings, Obsidian Leggings
aether_legacy:obsidian_boots, Obsidian Boots
aether_legacy:valkyrie_helmet, Valkyrie Helmet
aether_legacy:valkyrie_chestplate, Valkyrie Chestplate
aether_legacy:valkyrie_leggings, Valkyrie Leggings
aether_legacy:valkyrie_boots, Valkyrie Boots
aether_legacy:blue_berry, Blue Berry
aether_legacy:enchanted_blueberry, Enchanted Berry
aether_legacy:white_apple, White Apple
aether_legacy:gummy_swet:0, Blue Gummy Swet
aether_legacy:gummy_swet:1, Golden Gummy Swet
aether_legacy:healing_stone, Healing Stone
aether_legacy:candy_cane, Candy Cane
aether_legacy:ginger_bread_man, Ginger Bread Man
aether_legacy:skyroot_stick, Skyroot Stick
aether_legacy:victory_medal, Victory Medal
aether_legacy:dungeon_key:0, Bronze Key
aether_legacy:dungeon_key:1, Silver Key
aether_legacy:dungeon_key:2, Golden Key
aether_legacy:skyroot_bucket:0, Skyroot Bucket
aether_legacy:skyroot_bucket:1, Skyroot Water Bucket
aether_legacy:skyroot_bucket:2, Skyroot Poison Bucket
aether_legacy:skyroot_bucket:3, Skyroot Remedy Bucket
aether_legacy:skyroot_bucket:4, Skyroot Milk Bucket
aether_legacy:cold_parachute, Cold Parachute
aether_legacy:golden_parachute, Golden Parachute
aether_legacy:moa_egg, item.moa_egg.name
aether_legacy:dart_shooter:0, Golden Dart Shooter
aether_legacy:dart_shooter:1, Poison Dart Shooter
aether_legacy:dart_shooter:2, Enchanted Dart Shooter
aether_legacy:phoenix_bow, Phoenix Bow
aether_legacy:dart:0, Golden Dart
aether_legacy:dart:1, Poison Dart
aether_legacy:dart:2, Enchanted Dart
aether_legacy:skyroot_sword, Skyroot Sword
aether_legacy:holystone_sword, Holystone Sword
aether_legacy:zanite_sword, Zanite Sword
aether_legacy:gravitite_sword, Gravitite Sword
aether_legacy:flaming_sword, Flaming Sword
aether_legacy:lightning_sword, Lightning Sword
aether_legacy:holy_sword, Holy Sword
aether_legacy:vampire_blade, Vampire Blade
aether_legacy:pig_slayer, Pig Slayer
aether_legacy:candy_cane_sword, Candy Cane Sword
aether_legacy:notch_hammer, Hammer of Notch
aether_legacy:leather_gloves, Leather Gloves
aether_legacy:iron_gloves, Iron Gloves
aether_legacy:golden_gloves, Golden Gloves
aether_legacy:chain_gloves, Chain Gloves
aether_legacy:diamond_gloves, Diamond Gloves
aether_legacy:zanite_gloves, Zanite Gloves
aether_legacy:gravitite_gloves, Gravitite Gloves
aether_legacy:neptune_gloves, Neptune Gloves
aether_legacy:phoenix_gloves, Phoenix Gloves
aether_legacy:obsidian_gloves, Obsidian Gloves
aether_legacy:valkyrie_gloves, Valkyrie Gloves
aether_legacy:iron_ring, Iron Ring
aether_legacy:golden_ring, Golden Ring
aether_legacy:zanite_ring, Zanite Ring
aether_legacy:ice_ring, Ice Ring
aether_legacy:iron_pendant, Iron Pendant
aether_legacy:golden_pendant, Golden Pendant
aether_legacy:zanite_pendant, Zanite Pendant
aether_legacy:ice_pendant, Ice Pendant
aether_legacy:red_cape, Red Cape
aether_legacy:blue_cape, Blue Cape
aether_legacy:yellow_cape, Yellow Cape
aether_legacy:white_cape, White Cape
aether_legacy:swet_cape, Swet Cape
aether_legacy:invisibility_cape, Invisibility Cloak
aether_legacy:agility_cape, Agility Cape
aether_legacy:valkyrie_cape, Valkyrie Cape
aether_legacy:golden_feather, Golden Feather
aether_legacy:regeneration_stone, Regeneration Stone
aether_legacy:iron_bubble, Iron Bubble
aether_legacy:life_shard, Life Shard
aether_legacy:cloud_staff, Cloud Staff
aether_legacy:nature_staff, Nature Staff
aether_legacy:lightning_knife, Lightning Knife
aether_legacy:valkyrie_lance, Valkyrie Lance
aether_legacy:sentry_boots, Sentry Boots
aether_legacy:aether_tune, Aether Tune
aether_legacy:ascending_dawn, Ascending Dawn
aether_legacy:welcoming_skies, Welcoming Skies
aether_legacy:legacy, Legacy
aether_legacy:repulsion_shield, Shield of Repulsion
aether_legacy:lore_book, Book of Lore
aether_legacy:developer_stick, Developer Stick
architecturecraft:sawblade, Circular Saw Blade
architecturecraft:largepulley, Large Pulley
architecturecraft:chisel, Architect's Chisel
architecturecraft:hammer, Architect's Hammer
architecturecraft:sawbench, Architect's Sawbench
astralsorcery:itemcraftingcomponent:0, Aquamarine
astralsorcery:itemcraftingcomponent:1, Starmetal Ingot
astralsorcery:itemcraftingcomponent:2, Stardust
astralsorcery:itemcraftingcomponent:3, Glass Lens
astralsorcery:itemcraftingcomponent:4, Resonating Gem
astralsorcery:itemcraftingcomponent:5, Parchment
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:iteminfusedglass, Infused Glass
astralsorcery:itemrockcrystalsimple:0, Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemcelestialcrystal:0, Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemjournal, Astral Tome
astralsorcery:itemhandtelescope, Looking Glass
astralsorcery:itemlinkingtool, Linking Tool
astralsorcery:itemwand, Resonating Wand
astralsorcery:itemsextant, Sextant
astralsorcery:itemilluminationwand, Illumination Wand
astralsorcery:itemcoloredlens:0, Colored Lens
astralsorcery:itemcoloredlens:1, Colored Lens
astralsorcery:itemcoloredlens:2, Colored Lens
astralsorcery:itemcoloredlens:3, Colored Lens
astralsorcery:itemcoloredlens:4, Colored Lens
astralsorcery:itemcoloredlens:5, Colored Lens
astralsorcery:itemcoloredlens:6, Colored Lens
astralsorcery:itemskyresonator, Fosic Resonator
astralsorcery:itemshiftingstar, Shifting Star
astralsorcery:itemarchitectwand, Formation Wand
astralsorcery:itemexchangewand, Conversion Wand
astralsorcery:itemgrapplewand, Impulsion Wand
astralsorcery:itemusabledust:0, Illumination Powder
astralsorcery:itemusabledust:1, Nocturnal Powder
astralsorcery:itemknowledgeshare, Scroll of Written Expertise
astralsorcery:itemperkseal, Sealing Sigil
astralsorcery:itemknowledgefragment, Lucent Scroll
astralsorcery:itemfragmentcapsule, Shining Casing
astralsorcery:itemperkgem:0, Ourium Gem
astralsorcery:itemperkgem:1, Ilium Gem
astralsorcery:itemperkgem:2, Fengarum Gem
astralsorcery:itemcrystalpickaxe, Crystal Pickaxe
astralsorcery:itemcrystalshovel, Crystal Shovel
astralsorcery:itemcrystalaxe, Crystal Axe
astralsorcery:itemcrystalsword, Crystal Sword
astralsorcery:itemchargedcrystalaxe, Infused Crystal Axe
astralsorcery:itemchargedcrystalsword, Infused Crystal Sword
astralsorcery:itemchargedcrystalpickaxe, Infused Crystal Pickaxe
astralsorcery:itemchargedcrystalshovel, Infused Crystal Shovel
astralsorcery:itemcape, Mantle of Stars
astralsorcery:itemenchantmentamulet, Resplendent Prism
astralsorcery:blockmarblestairs, Marble Stairs
astralsorcery:blockflarelight, Volatile Flare
astralsorcery:blockvanishing, tile.blockvanishing.name
astralsorcery:blockchalice, Containment Chalice
astralsorcery:blockbore, Evershifting Fountain
astralsorcery:blockattunementaltar, Attunement Altar
astralsorcery:blockattunementrelay, Spectral Relay
astralsorcery:blockwell, Lightwell
astralsorcery:blockworldilluminator, Cave Illuminator
astralsorcery:blockfaketree, 
astralsorcery:blockstarlightinfuser, Starlight Infuser
astralsorcery:blockrituallink, Ritual Anchor
astralsorcery:blockportalnode, 
astralsorcery:blocktreebeacon, Tree Beacon
astralsorcery:blocktranslucentblock, Translucent Block
astralsorcery:blockmapdrawingtable, Stellar Refraction Table
astralsorcery:blockcelestialgateway, Celestial Gateway
astralsorcery:blockobservatory, Observatory
astralsorcery:blocklens, Lens
astralsorcery:blockprism, PrismLens
astralsorcery:blockmarbleslab:0, Marble Slab
astralsorcery:blockcustomore:0, Rock Crystal Ore
astralsorcery:blockcustomore:1, Starmetal Ore
astralsorcery:blockcustomsandore:0, Aquamarine Shale
astralsorcery:blockcustomflower:0, Faint Amaranth
astralsorcery:blockmarble:0, Marble
astralsorcery:blockmarble:1, Marble Bricks
astralsorcery:blockmarble:2, Marble Pillar
astralsorcery:blockmarble:3, Marble Arch
astralsorcery:blockmarble:4, Chiseled Marble
astralsorcery:blockmarble:5, Engraved Marble
astralsorcery:blockmarble:6, Runed Marble
astralsorcery:blockblackmarble:0, Sooty Marble
astralsorcery:blockblackmarble:1, Sooty Marble Bricks
astralsorcery:blockblackmarble:2, Sooty Marble Pillar
astralsorcery:blockblackmarble:3, Sooty Marble Arch
astralsorcery:blockblackmarble:4, Chiseled Sooty Marble
astralsorcery:blockblackmarble:5, Engraved Sooty Marble
astralsorcery:blockblackmarble:6, Runed Sooty Marble
astralsorcery:blockinfusedwood:0, Infused Wood
astralsorcery:blockinfusedwood:1, Infused Wood Planks
astralsorcery:blockinfusedwood:2, Infused Wood Column
astralsorcery:blockinfusedwood:3, Infused Wood Arch
astralsorcery:blockinfusedwood:4, Engraved Infused Wood
astralsorcery:blockinfusedwood:5, Enriched Infused Wood
astralsorcery:blockinfusedwood:6, Vibrant Infused Wood
astralsorcery:blockborehead:0, Neromantic Prime
astralsorcery:blockborehead:1, Fysallidic Prime
astralsorcery:blockmachine:0, Telescope
astralsorcery:blockmachine:1, Grindstone
astralsorcery:blockcelestialcrystals:0, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:1, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:2, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:3, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:4, Celestial Crystal Cluster
astralsorcery:blockgemcrystals:0, Gem Crystal Cluster
astralsorcery:blockgemcrystals:1, Gem Crystal Cluster
astralsorcery:blockgemcrystals:2, Gem Crystal Cluster
astralsorcery:blockgemcrystals:3, Gem Crystal Cluster
astralsorcery:blockgemcrystals:4, Gem Crystal Cluster
astralsorcery:blockstructural:0, Telescope
astralsorcery:blockritualpedestal, Ritual Pedestal
astralsorcery:blockaltar:0, Luminous Crafting Table
astralsorcery:blockaltar:1, Starlight Crafting Altar
astralsorcery:blockaltar:2, Celestial Altar
astralsorcery:blockaltar:3, Iridescent Altar
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
betterbuilderswands:wandstone, Stone Wand
betterbuilderswands:wandiron, Iron Wand
betterbuilderswands:wanddiamond, Diamond Wand
betterbuilderswands:wandunbreakable, Unbreakable Wand
techreborn:dust:0, Almandine Dust
techreborn:dust:1, Aluminium Dust
techreborn:dust:2, Andradite Dust
techreborn:dust:3, Ashes
techreborn:dust:4, Basalt Dust
techreborn:dust:5, Bauxite Dust
techreborn:dust:6, Brass Dust
techreborn:dust:7, Bronze Dust
techreborn:dust:8, Calcite Dust
techreborn:dust:9, Charcoal Dust
techreborn:dust:10, Chrome Dust
techreborn:dust:11, Cinnabar Dust
techreborn:dust:12, Clay Dust
techreborn:dust:13, Coal Dust
techreborn:dust:14, Copper Dust
techreborn:dust:15, Dark Ashes
techreborn:dust:16, Diamond Dust
techreborn:dust:17, Electrum Dust
techreborn:dust:18, Emerald Dust
techreborn:dust:19, Ender Eye Dust
techreborn:dust:20, Ender Pearl Dust
techreborn:dust:21, Endstone Dust
techreborn:dust:22, Flint Dust
techreborn:dust:23, Galena Dust
techreborn:dust:24, Gold Dust
techreborn:dust:25, Grossular Dust
techreborn:dust:26, Invar Dust
techreborn:dust:27, Iron Dust
techreborn:dust:28, Lazurite Dust
techreborn:dust:29, Lead Dust
techreborn:dust:30, Magnesium Dust
techreborn:dust:31, Manganese Dust
techreborn:dust:32, Marble Dust
techreborn:dust:33, Netherrack Dust
techreborn:dust:34, Nickel Dust
techreborn:dust:35, Obsidian Dust
techreborn:dust:36, Peridot Dust
techreborn:dust:37, Phosphorous Dust
techreborn:dust:38, Platinum Dust
techreborn:dust:39, Pyrite Dust
techreborn:dust:40, Pyrope Dust
techreborn:dust:41, Red Garnet Dust
techreborn:dust:43, Ruby Dust
techreborn:dust:44, Saltpeter Dust
techreborn:dust:45, Sapphire Dust
techreborn:dust:46, Saw Dust
techreborn:dust:47, Silver Dust
techreborn:dust:48, Sodalite Dust
techreborn:dust:49, Spessartine Dust
techreborn:dust:50, Sphalerite Dust
techreborn:dust:51, Steel Dust
techreborn:dust:52, Sulfur Dust
techreborn:dust:53, Tin Dust
techreborn:dust:54, Titanium Dust
techreborn:dust:55, Tungsten Dust
techreborn:dust:56, Uvarovite Dust
techreborn:dust:58, Yellow Garnet Dust
techreborn:dust:59, Zinc Dust
techreborn:dust:61, Andesite Dust
techreborn:dust:62, Diorite Dust
techreborn:dust:63, Granite Dust
techreborn:dust:64, Iridium Dust
techreborn:dust:65, Thorium Dust
techreborn:dust:66, Uranium Dust
techreborn:dust:67, Plutonium Dust
techreborn:gem:0, Ruby
techreborn:gem:1, Sapphire
techreborn:gem:2, Peridot
techreborn:gem:3, Red Garnet
techreborn:gem:4, Yellow Garnet
techreborn:ingot:0, Aluminium Ingot
techreborn:ingot:1, Brass Ingot
techreborn:ingot:2, Bronze Ingot
techreborn:ingot:3, Chrome Ingot
techreborn:ingot:4, Copper Ingot
techreborn:ingot:5, Electrum Ingot
techreborn:ingot:6, Invar Ingot
techreborn:ingot:7, Iridium Ingot
techreborn:ingot:8, Lead Ingot
techreborn:ingot:9, Nickel Ingot
techreborn:ingot:10, Platinum Ingot
